X_dataobs_,State,Account_Length,Int_l_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,Churn_,Assignments,DistancesToClusterCenter no.0,DistancesToClusterCenter no.1
790,WY,42,no,no,0,146.3,84,255.9,113,45,117,8,12,1,FALSE,1,195.3747974,174.7517018
791,DE,73,no,no,0,254.8,85,143.4,80,153.9,102,15,7,2,FALSE,0,85.6880583,145.8681094
792,ME,66,no,yes,26,254.9,108,243.2,135,190.8,95,5.4,3,2,FALSE,0,79.92741989,133.8906688
793,DC,103,no,yes,31,107.7,124,188.9,104,196.2,98,8.9,3,0,FALSE,1,119.8960731,49.05080801
794,IA,128,no,no,0,158.8,75,264.8,91,270,77,7.6,7,1,FALSE,1,126.0670341,104.1411739
795,CO,104,no,no,0,182.9,113,239.6,85,229.8,104,5.5,4,2,FALSE,1,70.55149592,67.45126293
796,MN,103,no,no,0,198.5,112,42.5,90,179.2,124,12.4,5,0,FALSE,0,158.1274442,179.1023495
797,VT,124,no,no,0,178.4,72,233.6,134,179.4,91,12,2,0,FALSE,1,81.08741798,73.81742601
798,AZ,87,no,no,0,110.9,91,158.5,115,207.5,131,6.2,5,1,FALSE,1,123.9339372,67.96281701
799,LA,109,no,yes,27,166.9,85,221.2,92,197.3,97,12.3,4,1,TRUE,1,67.71116149,42.79203242
800,MO,167,yes,no,0,244.8,91,60.8,105,176.7,110,10.7,3,2,FALSE,0,153.4939274,195.4392212
801,ME,97,no,no,0,120.8,96,169.8,101,194.1,63,11.9,3,4,TRUE,1,111.6387138,56.03263455
802,MD,106,no,no,0,165.3,118,210,101,187.2,93,8.5,3,2,FALSE,1,64.51573723,37.67941088
803,VT,125,no,no,0,126.7,113,155.5,131,206.2,112,14.4,7,2,FALSE,1,112.5151246,69.38776429
804,DC,108,no,yes,35,215.9,106,200.6,107,195.4,107,15.5,7,0,FALSE,0,32.69785548,84.7257844
805,WY,125,no,no,0,140.1,132,209.6,126,264.1,77,8,2,1,FALSE,1,117.875511,84.31360343
806,VA,89,no,yes,32,209.9,113,249.8,104,224.2,92,8.7,7,1,FALSE,0,68.97360201,92.85656634
807,VA,72,yes,yes,29,139.8,114,138.2,91,221,88,5.5,6,0,FALSE,1,110.1729498,82.74634469
808,CT,23,no,no,0,321.6,107,251.6,115,141.1,158,11.3,3,2,TRUE,0,162.5420429,220.9782091
809,WI,73,no,no,0,214.2,90,196.8,78,157.9,112,5.9,8,0,FALSE,0,59.45525811,96.13220317
810,MD,61,no,no,0,260,123,210.5,127,234.7,70,9,3,1,TRUE,0,81.13583111,141.0454425
811,VT,73,no,no,0,213,95,188.8,104,136.2,89,13.5,3,0,FALSE,0,72.76671095,104.727801
812,UT,118,no,yes,24,118.1,83,109.6,72,245.5,73,16.9,2,1,FALSE,1,150.0863403,120.0407028
813,CO,23,no,no,0,190.2,89,166.4,108,219.8,73,15,4,6,FALSE,0,96.24344995,107.9095336
814,NC,127,no,yes,25,82.2,95,163.3,109,264.9,104,5.1,6,0,FALSE,1,161.0200361,102.1645867
815,NJ,42,no,yes,32,163.8,80,177.8,123,190.4,106,8.1,5,0,FALSE,1,94.13562314,80.40722506
816,AR,118,no,no,0,267.8,145,316.4,121,208.6,91,14.4,11,5,TRUE,0,141.1925272,178.9933456
817,IA,45,no,no,0,159.8,91,120.4,86,163,93,10.6,3,2,FALSE,1,119.7998487,112.5798153
818,GA,50,no,yes,24,214.3,129,289.8,55,312.5,130,10.6,4,1,FALSE,0,168.2719309,178.854632
819,MO,179,no,no,0,287.3,123,288,114,266,112,10.5,4,0,TRUE,0,155.7199773,201.586773
820,MO,152,no,no,0,101.2,122,141.6,87,198.5,124,7.5,3,2,FALSE,1,146.4429146,98.41563134
821,WY,105,no,no,0,102.8,74,281.7,125,228.1,113,13.2,5,2,FALSE,1,155.8930723,95.71807333
822,HI,72,no,no,0,109.1,97,115.7,96,295.8,84,8.3,6,0,FALSE,1,171.1352645,139.5120864
823,PA,52,no,no,0,215.9,67,217,108,342.8,130,5.2,2,1,FALSE,0,159.113709,176.3005572
824,TX,125,no,no,0,203.4,110,128.7,97,190.5,113,11,4,1,FALSE,0,75.5556151,107.3840595
825,VA,143,no,no,0,110.1,113,169,59,166.7,94,9.2,2,1,FALSE,1,134.8896298,84.62995817
826,RI,65,no,no,0,111,51,219.8,84,202,89,4.4,14,1,FALSE,1,131.8703449,70.76995494
827,KY,60,no,no,0,135.4,134,205.9,85,204,103,7.9,4,1,FALSE,1,104.2185637,55.31593142
828,NC,43,no,no,0,84.2,134,80.8,103,196.1,79,10.8,2,1,FALSE,1,192.4860741,153.7537588
829,NV,143,no,no,0,209.1,127,106.1,80,179.6,90,14,6,0,FALSE,0,107.1851387,137.4803933
830,UT,81,no,yes,24,130.1,117,196,61,139.3,123,11.4,5,0,FALSE,1,123.8960396,82.54177642
831,ME,205,no,yes,24,175.8,139,155,98,180.7,64,7.8,5,2,FALSE,0,134.2736828,136.9827719
832,HI,24,no,no,0,241.9,104,145.2,112,214.5,105,6.6,5,1,FALSE,0,95.6028806,144.3709418
833,OH,74,no,no,0,136.7,106,228.6,105,265.3,114,9.8,4,0,FALSE,1,117.3377405,75.78747321
834,WV,77,no,no,0,67.7,68,195.7,86,236.5,137,12,2,1,FALSE,1,168.9777218,97.6504838
835,OK,74,no,no,0,200.4,87,309.2,105,152.1,118,10,2,1,FALSE,0,131.8041987,133.7727916
836,KY,74,yes,no,0,125.8,103,207.7,96,207.4,143,14.1,4,1,TRUE,1,110.8640512,53.06558534
837,AL,200,no,no,0,128.2,87,133.2,105,177.6,123,11.2,2,1,FALSE,1,154.3502903,130.0710812
838,MD,86,no,no,0,226.3,88,223,107,255.6,92,13,3,4,FALSE,0,66.3657923,108.3559968
839,NE,91,no,yes,37,162.3,107,233.9,115,277.4,94,9.2,4,0,FALSE,1,111.0309783,92.80440961
840,DC,76,no,no,0,224.4,121,147.9,97,183.8,74,6.7,2,2,FALSE,0,65.14833345,114.101566
841,TX,130,no,no,0,120.5,127,189.7,52,270.1,107,14.3,2,1,FALSE,1,138.881113,98.3929448
842,OH,56,no,no,0,91.1,90,179.3,115,300.7,89,11.9,8,2,FALSE,1,173.330331,124.5692221
843,DE,117,no,no,0,168.8,137,241.4,107,204.8,106,15.5,4,0,FALSE,1,83.11434225,63.68552203
844,IA,63,no,no,0,153.5,81,287.3,115,230.2,85,6.5,5,2,FALSE,1,128.8506694,99.15503265
845,VT,126,no,no,0,226.2,88,140.3,114,208.9,110,6.4,2,0,FALSE,0,64.53940296,116.5562151
846,OR,132,no,no,0,191.9,107,206.9,127,272,88,12.6,2,1,FALSE,0,90.13169001,101.0435644
847,NV,81,no,yes,28,167.9,147,190.7,105,193,103,9.2,6,4,TRUE,1,78.01195633,65.22557166
848,NC,122,no,no,0,180,88,145,77,233.7,120,11.5,6,2,FALSE,0,83.40171264,91.87470431
849,NJ,46,no,no,0,257.4,67,261.1,91,204.4,107,13.4,5,2,TRUE,0,100.0713721,146.3944697
850,MN,150,no,yes,28,174.4,75,169.9,80,201.6,130,11,4,1,FALSE,1,87.82894892,87.36319036
851,ID,99,no,no,0,159.7,83,155.4,121,255.7,114,8.4,3,1,FALSE,1,97.47792759,85.16792091
852,AL,87,no,no,0,237.2,124,222.6,87,173.3,81,11,3,1,FALSE,0,55.74517987,110.4043929
853,VT,101,no,no,0,153.8,89,234,89,196.3,77,11.6,2,4,FALSE,1,84.69046714,42.94091739
854,PA,53,no,no,0,205.1,86,160.5,95,149.5,142,10.7,2,3,FALSE,0,91.9496231,115.9553166
855,AK,132,no,yes,39,175.7,93,187.2,94,225.5,118,8.6,3,2,FALSE,1,72.37631768,70.47988114
856,CA,158,no,no,0,155.9,123,224.2,112,221,116,8.6,8,2,FALSE,1,100.0598125,74.38176314
857,MS,114,no,yes,34,154.4,109,221.4,142,208.5,103,10.3,5,0,FALSE,1,90.17528177,57.61672598
858,AR,77,no,yes,23,209.7,73,183.6,63,205.5,111,7.1,3,2,FALSE,0,58.13499536,93.53000752
859,NV,144,yes,no,0,150,69,285.9,73,190.6,121,9.4,15,0,FALSE,1,134.0668799,103.7878186
860,AL,91,no,yes,23,232.4,97,186,88,190.5,128,12.3,3,3,FALSE,0,39.59618825,103.7735958
861,GA,58,no,no,0,165.4,100,115.7,87,193.8,118,12.8,5,2,FALSE,1,109.1746642,106.8388689
862,AR,5,no,no,0,199.2,106,187.3,12,214,85,13.3,3,3,FALSE,0,134.4496518,146.3177684
863,MA,97,no,no,0,217.6,81,320.5,51,150.7,110,4.2,3,0,FALSE,0,146.5165532,157.102758
864,NJ,107,no,no,0,212.1,95,150.1,88,219.8,111,7.7,2,3,FALSE,0,53.41226907,98.00046907
865,NY,9,no,yes,31,193.8,130,202.6,98,191.2,102,13.3,2,1,FALSE,0,104.2485719,113.6148662
866,AZ,73,no,no,0,175.4,130,248.1,105,122.4,85,12.2,4,0,FALSE,1,114.9499795,104.982762
867,NJ,48,no,yes,22,152,63,258.8,131,263.2,109,15.7,5,2,TRUE,1,135.9905088,110.4126903
868,WV,43,no,no,0,230.2,147,186.7,121,128.4,100,9.2,3,0,FALSE,0,106.6199742,141.3337006
869,NM,122,no,yes,33,174.9,103,248.2,105,164.6,116,13.5,3,1,TRUE,1,88.7008308,76.07503575
870,SC,93,no,no,0,190.2,68,262.2,64,130,92,8.8,4,0,FALSE,1,114.9046709,114.741369
871,TN,59,no,no,0,160.9,95,251.2,65,273.4,97,5,5,3,FALSE,1,124.284273,104.5254875
872,LA,87,no,no,0,228.7,90,163,99,154.1,90,11.8,3,1,FALSE,0,60.4505837,112.7502572
873,OH,137,no,no,0,144,90,181.6,100,128.1,93,12.3,2,0,FALSE,1,114.6505229,86.23579296
874,OR,21,no,yes,31,135.9,90,271,84,179.1,89,9.5,7,6,FALSE,1,145.8957928,108.3220494
875,DE,129,no,no,0,334.3,118,192.1,104,191,83,10.4,6,0,TRUE,0,118.5088992,201.3410262
876,GA,93,no,yes,21,134.2,105,162.5,128,186.6,90,11.8,2,4,TRUE,1,100.8051572,57.34276914
877,VT,63,no,no,0,278,102,266.4,114,224.1,118,13.1,4,4,TRUE,0,104.1421175,160.4911755
878,OR,161,no,no,0,105.4,70,214.8,122,223.6,126,7.8,5,0,FALSE,1,142.9988453,87.04615402
879,TX,50,no,no,0,188.9,94,203.9,104,151.8,124,11.6,8,3,FALSE,0,83.23071224,89.9071135
880,MO,103,no,yes,24,111.8,85,239.6,102,268.3,81,6.9,4,1,FALSE,1,140.5666898,85.48602502
881,ND,84,no,yes,33,159.1,106,149.8,101,213.4,108,13,18,1,FALSE,1,85.9504472,71.34820231
882,MN,92,no,no,0,212.4,105,224.6,118,221.3,105,9,4,1,FALSE,0,44.17035999,82.7881569
883,NV,77,no,no,0,142.3,112,306.3,111,196.5,82,9.9,1,1,FALSE,1,142.1566905,105.1994856
884,NY,64,yes,no,0,346.8,55,249.5,79,275.4,102,13.3,9,1,TRUE,0,167.3781239,234.7120548
885,FL,159,no,yes,15,113.9,102,145.3,146,195.2,137,11.8,9,1,FALSE,1,145.5711362,107.2060927
886,KS,110,yes,yes,27,267.9,103,263.3,74,178.1,106,8.3,2,1,TRUE,0,92.30177345,147.813356
887,NV,138,no,no,0,171.4,117,115.2,128,224.5,115,17,4,3,FALSE,0,110.5484738,114.2848433
888,NV,178,no,no,0,275.4,150,187.5,62,147.1,126,13.6,3,1,FALSE,0,127.9043001,181.7743138
889,SC,38,no,yes,31,197.2,118,249.9,70,298.9,104,3.9,2,0,FALSE,0,138.405419,144.4437021
890,MI,50,no,yes,35,192.6,97,135.2,101,216.2,101,7.9,2,2,FALSE,0,89.36616933,107.9312639
891,MI,45,no,yes,26,91.7,104,150.6,119,63.3,103,7.7,5,1,FALSE,1,204.3503037,166.0775947
892,TN,70,no,no,0,126.3,99,141.6,106,255.9,96,9.6,2,0,FALSE,1,127.1670243,92.38267159
893,NY,147,no,yes,33,251.5,107,234.1,110,213.4,87,10.4,6,3,FALSE,0,75.14734856,130.8186597
894,NV,94,no,no,0,190.6,108,152.3,95,144.7,97,7.5,5,1,FALSE,0,78.35505127,94.95035154
895,IL,179,no,no,0,116.1,101,201.8,99,181.9,103,11.6,5,0,FALSE,1,133.9290282,84.958359
896,MS,116,no,no,0,217.3,91,216.1,95,148.1,76,11.3,3,2,FALSE,0,65.13274292,100.5111863
897,ND,59,no,no,0,179.4,80,232.5,99,175.8,105,14.7,3,0,FALSE,1,78.89038594,71.45592235
898,NC,165,no,no,0,207.7,109,164.8,94,54.5,91,7.9,3,0,FALSE,0,163.8576152,179.8411684
899,MI,133,no,no,0,277.3,138,228.4,117,117.3,103,12.8,4,2,TRUE,0,117.9961715,172.3555441
900,VT,93,no,yes,32,138.1,91,167.3,72,238.9,115,6.8,3,2,FALSE,1,105.3957966,69.70751344
901,OK,52,no,yes,38,169.3,88,225.9,97,172,86,8.2,3,0,FALSE,1,91.1955063,75.16986353
902,DE,64,no,yes,27,201.3,101,143.8,89,150.2,127,12.3,3,1,FALSE,0,90.34998219,113.9835704
903,ND,12,yes,no,0,216.7,117,116.5,126,220,110,9.8,4,2,FALSE,0,124.3842217,153.6464624
904,OR,48,no,no,0,190.4,92,317.5,85,133.4,113,8.3,4,2,FALSE,1,155.1577693,150.2768529
905,NY,181,no,no,0,143.3,91,195.5,58,223.3,95,6,7,1,FALSE,1,123.3123693,96.64785713
906,MO,168,no,yes,42,97.4,57,203.6,98,173.9,124,11.4,2,2,FALSE,1,156.9494269,102.9861166
907,NY,11,no,no,0,143.4,130,289.4,50,194,100,9.7,6,2,FALSE,1,164.007108,134.8629064
908,ND,182,no,no,0,104.9,111,198.5,120,258.2,91,8,5,2,FALSE,1,156.2254171,109.7406727
909,NY,104,no,no,0,156.2,93,193,54,222.7,94,13.1,5,1,FALSE,1,84.86264548,58.0646444
910,OH,102,no,no,0,114.8,125,81.9,126,304.3,101,12,4,0,FALSE,1,190.6179205,168.7145863
911,AL,122,no,no,0,232.5,96,205.5,120,213.7,91,11.9,2,0,FALSE,0,37.37819926,101.2821689
912,GA,132,no,no,0,176.7,132,244.1,80,176.3,120,9.1,4,2,FALSE,1,89.65005098,80.22219426
913,WY,76,no,no,0,263.4,148,230.3,69,170.6,101,11.4,5,1,TRUE,0,88.31113712,145.3404025
914,WV,13,no,no,0,146.4,74,148.5,92,216.7,96,11.3,3,1,FALSE,1,129.3128648,109.7956151
915,WV,67,no,no,0,167.8,91,167.7,69,110.3,71,8.4,12,1,FALSE,1,122.6565143,116.1774176
916,LA,154,no,no,0,166.9,99,154.9,97,189.4,89,7.2,5,0,FALSE,1,88.38462123,82.74672466
917,AR,100,no,no,0,142.5,87,195.7,88,122.1,117,7.8,8,2,FALSE,1,115.3459985,82.82802863
918,AK,146,yes,no,0,133,65,262.8,93,214.3,128,11.2,3,1,FALSE,1,130.7856546,87.43280375
919,DC,148,no,yes,11,252.9,129,284.3,88,262.8,99,12.3,1,1,FALSE,0,126.8498178,163.2343779
920,UT,161,yes,no,0,194.2,106,249.4,105,254.9,129,12.9,1,1,TRUE,0,106.7127781,113.2849432
921,KS,70,no,no,0,222.8,114,215.9,113,223.5,122,0,0,1,FALSE,0,54.48970017,99.03089337
922,MN,116,no,no,0,201.8,82,231.5,95,226.1,130,16.5,5,0,FALSE,0,63.81888014,83.93457695
923,VA,99,no,yes,42,216,125,232.3,104,215.5,100,9.3,4,2,TRUE,0,59.14363406,94.16846891
924,UT,87,no,no,0,146.3,108,171.8,102,167.5,66,5.3,9,1,FALSE,1,94.50028326,61.81643984
925,IN,87,no,no,0,234.8,85,140.9,91,204.3,93,9.5,5,1,FALSE,0,60.33199082,119.9287848
926,CT,70,no,no,0,198.6,111,213.9,115,171.2,105,10.6,6,2,FALSE,0,56.61381207,76.66469616
927,DE,131,no,no,0,94.4,80,215.1,101,179.7,108,13.1,9,2,FALSE,1,137.0714153,62.29826708
928,VT,119,no,no,0,190.4,74,215.6,113,161.2,111,10,1,2,FALSE,0,66.60371448,75.81759593
929,MO,119,no,yes,32,142.6,77,208.2,126,171,102,12,2,3,FALSE,1,98.03118021,55.01264994
930,RI,87,yes,no,0,134.2,80,165,71,173.1,102,10.7,5,0,FALSE,1,104.7389181,62.81082741
931,CA,112,no,no,0,111.9,92,114,143,146.8,79,14.1,3,5,TRUE,1,155.4149296,121.1070954
932,RI,75,no,no,0,122.8,89,211.3,104,261.4,91,10.7,2,2,FALSE,1,122.0045948,70.10059764
933,CT,150,no,no,0,189.3,77,220.9,105,238.7,117,9.2,5,4,FALSE,0,81.29102273,88.56432666
934,IN,161,no,yes,38,240.4,112,201.8,102,206.1,112,16.1,6,0,FALSE,0,72.52226979,125.2212131
935,FL,91,yes,yes,24,93.5,112,183.4,128,240.7,133,9.9,3,0,FALSE,1,144.0900636,80.93619209
936,KS,124,no,no,0,158.6,104,211.2,77,179.3,104,10.2,8,3,FALSE,1,77.61328482,46.12860613
937,NY,94,yes,no,0,243.2,109,147,88,94.9,99,7.2,4,4,FALSE,0,119.2223413,161.4354861
938,TX,217,no,no,0,176.4,115,158.8,128,306.6,107,9.3,3,4,FALSE,0,170.9072064,173.7517713
939,RI,158,no,no,0,220.9,129,242.2,108,233.3,75,6.4,5,0,FALSE,0,90.52543892,119.7686711
940,NV,102,no,no,0,144.4,87,266.5,128,217.6,59,7.1,7,0,FALSE,1,119.559501,81.24318857
941,UT,85,no,no,0,212.3,107,228.4,103,163.3,116,7.7,3,0,FALSE,0,57.50943812,89.23111663
942,OK,79,no,no,0,147,72,165.7,102,243.2,107,8.4,9,1,FALSE,1,98.81042721,70.73323011
943,MN,139,no,yes,25,96.2,112,178.9,70,182.1,84,12.9,10,2,FALSE,1,140.1704841,77.68133985
944,NC,103,no,no,0,263.4,118,179.1,69,214.7,112,10.3,2,0,FALSE,0,60.08146815,135.4626636
945,OR,98,yes,no,0,12.5,67,256.6,90,169.4,88,7.7,9,1,FALSE,1,224.6071422,143.0260275
946,NH,78,no,no,0,162.3,116,192.4,86,240.6,100,10.1,3,2,FALSE,1,79.16043511,58.97030254
947,AK,50,no,no,0,183.6,107,58.6,118,202.6,99,8.7,3,1,FALSE,0,151.5329532,164.3032219
948,OR,161,no,no,0,178.1,109,146.5,86,137.6,78,8.5,2,1,FALSE,0,112.6541262,117.3495241
949,KS,67,no,no,0,201.4,101,97.6,122,202.5,119,7,3,0,FALSE,0,108.991999,134.1390223
950,WV,86,no,yes,38,123,158,133.9,119,138.2,103,13.3,4,1,FALSE,1,149.3536927,119.1635988
951,GA,92,no,no,0,208,125,198.9,76,76.4,97,8.6,6,0,FALSE,0,130.53589,146.8907013
952,NM,174,no,no,0,239.2,72,188.5,124,105.6,116,8.8,3,1,FALSE,0,128.0805026,163.5054175
953,OH,124,no,no,0,193,97,89.8,99,172.8,104,15.3,3,1,FALSE,0,115.0685837,134.9955587
954,ND,132,no,yes,31,174.5,101,245.6,105,172.8,76,10.3,9,1,FALSE,1,88.50791885,76.15750068
955,RI,190,no,yes,26,116.7,71,145.9,88,175.1,103,9.9,3,1,FALSE,1,153.3540499,119.5806654
956,HI,101,no,no,0,93.8,127,150,104,241.1,116,10.7,2,1,FALSE,1,145.7526228,89.23232357
957,NY,68,no,yes,29,239.5,82,203.8,105,167.8,70,9.9,6,0,FALSE,0,65.06556106,118.6576758
958,KS,117,no,yes,25,216,140,224.1,69,267.9,112,11.8,4,0,FALSE,0,93.31306205,120.1822272
959,LA,118,no,no,0,187.4,97,177.8,89,233.4,97,12.2,6,1,FALSE,0,55.58559152,70.78547773
960,PA,124,no,no,0,167.4,119,233.2,143,109.6,115,10.3,5,0,FALSE,1,125.9618475,113.1147265
961,NV,22,no,no,0,160.4,108,218.1,88,192.9,115,12.5,4,1,FALSE,1,105.9331286,84.83445978
962,MN,75,no,no,0,143.2,92,209.1,142,173,96,11.9,9,1,FALSE,1,99.34123386,57.00111682
963,NY,44,no,no,0,143.2,77,169.8,114,215.8,77,7.6,4,1,FALSE,1,108.0951874,77.68024972
964,ME,177,no,no,0,232.8,106,175.2,97,212.2,77,12.5,7,2,FALSE,0,83.875629,129.9074381
965,NH,110,no,no,0,162,81,247.5,89,155.5,99,8.9,8,0,FALSE,1,95.94619446,69.72719214
966,WY,53,no,yes,27,25.9,119,206.5,96,228.1,64,6.5,7,1,FALSE,1,209.5396392,132.3508398
967,NY,108,no,no,0,154.2,123,112.3,86,246.4,75,15.4,4,4,TRUE,1,122.3547333,113.713442
968,ME,80,no,no,0,322.3,113,222,95,162.8,123,6.7,8,0,TRUE,0,115.7573668,192.0753686
969,MN,158,no,no,0,209.9,112,221.3,82,210,93,8.2,3,1,FALSE,0,69.45825975,97.77351956
970,OH,114,no,no,0,191.5,88,175.2,78,220.3,118,0,0,0,FALSE,0,55.32953283,75.45003016
971,NC,64,no,yes,19,291.1,150,226.7,123,219.1,67,7.5,2,1,FALSE,0,107.8489772,172.730325
972,SD,88,no,no,0,215.6,115,216.2,85,171.3,65,11.8,1,3,FALSE,0,57.35400647,94.09477018
973,UT,82,yes,no,0,208.8,101,213.7,87,175.1,86,12.4,6,3,FALSE,0,44.88294058,80.35099991
974,KY,111,no,no,0,255.9,97,204.1,129,171.3,84,12.3,5,3,FALSE,0,57.67274548,126.8288268
975,MT,60,no,no,0,252.7,97,221.1,121,109.9,100,12.4,4,2,FALSE,0,109.7574212,153.5057087
976,NJ,113,no,no,0,132.1,72,247.5,107,246.2,123,6.9,6,3,FALSE,1,121.2439181,73.83129796
977,FL,109,no,no,0,217,115,207,142,268,106,8.2,4,1,FALSE,0,82.76560419,114.5935358
978,IN,105,no,yes,42,101.9,79,223.1,97,241.6,77,12.9,2,0,FALSE,1,138.7356593,74.04652234
979,DE,85,no,no,0,211.5,100,184.6,88,164.3,131,13.3,4,2,FALSE,0,54.73744816,92.7704053
980,AL,131,no,no,0,153.4,86,198.5,81,164.4,83,10.4,3,0,FALSE,1,89.19236888,58.90091169
981,ME,59,no,no,0,166.3,95,239.3,87,123.2,108,10,3,2,FALSE,1,115.2692939,98.41375505
982,SD,148,no,no,0,185.2,87,170.4,96,165.1,104,9.5,13,1,FALSE,0,76.24726353,86.51603428
983,VA,210,no,no,0,104.6,121,149.5,71,255.1,67,6.5,8,2,FALSE,1,182.3409274,148.8391208
984,ID,106,no,no,0,274.4,120,198.6,82,160.8,62,6,3,1,FALSE,0,80.92019904,150.2727862
985,RI,93,no,no,0,98.4,78,249.6,129,248.2,114,14.2,4,1,FALSE,1,149.670931,85.62144484
986,ND,98,no,no,0,187.2,127,195.6,88,181.8,129,5.1,4,1,FALSE,0,58.55159749,68.83274398
987,HI,157,no,no,0,276.2,95,165.8,119,151.6,79,2.2,4,3,FALSE,0,100.9523361,165.6936583
988,WI,116,no,yes,35,200.4,104,272.8,89,214.5,100,8.3,4,1,FALSE,0,89.17048175,98.33521073
989,WV,30,no,no,0,162.3,96,244,122,180.1,89,9.1,4,2,FALSE,1,110.5272464,88.62221514
990,NJ,111,no,no,0,176.9,128,102.8,56,213.7,84,10.5,2,4,TRUE,0,117.4123548,125.6482764
991,KS,52,no,no,0,165.5,78,205.5,89,213.6,124,12.2,6,0,FALSE,1,84.99008794,66.86913926
992,AL,72,no,no,0,217.8,93,189.7,113,182.6,91,10.4,5,4,FALSE,0,39.5720236,90.10408006
993,NJ,135,no,yes,28,201.4,100,246.5,117,154.8,131,12.9,4,2,TRUE,0,90.09407386,102.9157494
994,NC,86,no,no,0,190.5,115,179.6,130,258.5,89,10.1,5,3,FALSE,0,78.01996125,92.0525696
995,ID,118,no,no,0,140.4,112,187.1,60,207.9,155,7.9,1,0,FALSE,1,109.7681012,75.53557766
996,ID,82,no,no,0,101,93,155.6,104,304.4,93,13.3,2,0,FALSE,1,166.0899508,124.1844177
997,IA,152,no,no,0,206.3,98,292.8,82,43.7,121,10.6,4,1,FALSE,0,195.1477278,200.0985426
998,TN,108,no,yes,15,165.1,85,267,93,250.7,114,10.9,4,1,FALSE,1,108.0768846,86.96883391
999,OH,98,no,no,0,165,129,202.6,113,172.3,94,12.5,7,1,TRUE,1,72.74373333,51.43092958
1000,IL,130,no,no,0,155.9,95,256.1,97,262.9,103,11.7,3,3,FALSE,1,114.4476796,88.24702262
1001,FL,136,yes,no,0,199.2,122,214.7,114,150.9,105,11.8,7,1,FALSE,0,73.74108348,91.39501753
1002,MA,47,no,no,0,155.3,116,188.2,85,247,73,12.3,4,3,FALSE,1,104.261526,83.22852852
1003,KY,107,no,no,0,157.1,79,162.6,124,150,138,12.1,6,1,FALSE,1,102.266014,85.97405777
1004,MI,91,no,no,0,154.4,165,168.3,121,239.9,81,11.7,4,5,TRUE,1,109.5457141,92.60256125
1005,NE,159,no,no,0,189.1,105,246.1,147,242,106,10.4,5,1,TRUE,0,105.8108409,108.7829229
1006,VA,11,no,yes,24,131.5,98,230.2,111,283.7,87,10,3,2,FALSE,1,158.4035007,126.5150345
1007,NY,167,no,no,0,166.4,85,243.2,135,229.2,95,9.9,5,1,FALSE,1,110.7231351,95.33710768
1008,VT,99,no,yes,19,87.7,103,223,86,182.3,112,7.3,4,2,FALSE,1,140.909278,59.65070282
1009,KS,159,no,yes,19,184.1,78,194.5,71,225.6,101,16.9,3,0,FALSE,0,83.75083818,89.6601744
1010,VA,114,yes,yes,31,174.5,104,224.2,92,116.3,91,12.3,10,2,FALSE,1,105.991809,97.85381918
1011,AL,71,no,no,0,103.3,103,138.5,79,164.8,98,9,2,2,FALSE,1,141.6382424,91.76162568
1012,PA,122,no,no,0,35.1,62,180.8,89,251.6,58,12.7,2,1,FALSE,1,204.4142038,133.3061314
1013,AL,100,no,yes,25,246.6,94,141.4,112,189.8,109,13,5,1,FALSE,0,63.77234978,129.7286503
1014,NV,64,no,no,0,148.1,73,164.9,101,216,125,12.3,2,5,TRUE,1,97.35893883,69.47336596
1015,TN,105,no,no,0,206.2,84,256.4,138,117.1,91,9,3,1,FALSE,0,113.8467002,125.7830203
1016,ID,144,no,yes,33,251.6,87,197.6,118,209.2,97,12.2,3,2,FALSE,0,62.6575748,127.6168038
1017,WY,106,yes,yes,26,270.3,111,215.2,90,254,133,14.4,7,1,TRUE,0,85.21533524,149.5046195
1018,TX,19,no,yes,34,156.6,97,224.2,97,260.9,135,11.3,1,1,FALSE,1,132.4158641,113.2866695
1019,MA,46,no,no,0,139.4,81,223.7,113,173.1,77,13.6,6,1,FALSE,1,112.6173045,70.39846579
1020,IL,127,no,no,0,220.2,108,188.4,124,172.7,113,11.7,3,2,FALSE,0,48.73289396,97.57012356
1021,LA,9,no,yes,39,214.1,108,169.2,115,189.7,117,10.1,3,1,FALSE,0,103.9742232,130.8183082
1022,CO,157,no,no,0,196,74,213.4,96,196.8,81,7.9,6,1,FALSE,0,73.2905265,88.73398138
1023,UT,105,no,no,0,106.4,71,240.1,83,147.7,114,5.3,4,6,TRUE,1,141.0335653,79.01226644
1024,MI,105,no,yes,29,179.4,113,275.4,100,246.1,105,10,5,0,FALSE,1,105.6123095,96.32342579
1025,NH,155,no,no,0,216.7,30,144.3,125,135.3,106,10.8,1,2,FALSE,0,124.1853837,151.651006
1026,ID,31,no,no,0,177.3,129,152.8,105,162.9,92,5.1,2,0,FALSE,0,105.294407,107.5807605
1027,WA,161,no,no,0,151.6,117,219.4,87,224.7,68,4,5,1,FALSE,1,106.8806816,79.69309664
1028,MN,95,no,yes,32,262.2,123,165.2,82,194.3,57,10.6,5,0,FALSE,0,75.85301479,143.55148
1029,NY,122,no,no,0,173.6,110,91.7,84,211.7,103,9.7,7,3,FALSE,0,118.0835461,125.1754162
